356464.92,579172.73
355441.67,579720.52
360388.72,571832.19
355708.34,582391.11
355161.35,590067.09
351523.26,583933.40
353591.11,583279.13
356020.72,589343.28
355936.50,586736.62
363009.28,566430.01
357134.38,585202.62
354211.02,589612.42
353942.44,585007.76
354793.21,567813.27
350116.33,582253.48
352588.74,571925.91
360564.39,564045.41
354406.83,558064.58
356385.05,559856.54
353496.92,588738.82
353249.10,566136.60
353581.28,583595.71
354652.57,593066.47
356215.90,589379.35
350777.28,566575.28
365751.15,559378.28
357014.52,584853.06
351663.92,587964.94
351829.55,587258.51
357462.77,584109.95
357014.52,584853.06
366269.88,559405.41
347434.94,584646.50
351927.24,583105.32
343645.42,585710.36
355158.39,584848.84
359344.12,557251.72
355536.39,570709.84
352091.59,587997.41
351815.46,588494.14
352281.25,571104.55
356015.18,575712.34
342051.68,585325.03
357660.71,572749.09
353153.87,589383.25
357833.27,579046.15
351742.41,584537.17
352470.75,565678.26
354751.87,573725.25
360661.89,553889.25
350750.78,567590.53
354688.44,588230.79
354069.73,579805.22
353812.79,582854.18
355807.42,564582.25
351196.40,589596.88
361352.66,570105.92
355771.79,591597.15
352330.33,558017.99
358705.98,578356.79
358748.94,578810.80
352611.02,558025.87
353290.90,564019.32
357356.33,564147.39
356242.78,579341.63
353290.90,564019.32
355318.18,564569.75
356242.78,579341.63
356269.79,560574.46
358724.56,557783.94
346397.68,590226.67
351604.98,588742.36
350280.23,591200.25
355752.98,591415.62
357499.73,558151.48
356890.89,581124.10
351824.88,584501.92
350609.59,588774.08
346006.30,588768.68
356233.14,589713.12
351601.42,574416.04
353632.47,583008.12
355613.32,567853.26
356434.79,568273.67
354074.10,587200.47
357246.27,567257.89
353509.89,567787.97
355999.84,586442.78
353176.48,592059.14
357134.38,585202.62
356234.59,561252.18
360564.39,564045.41
360562.32,564114.69
354084.11,583689.03
358712.19,580303.69
356379.19,561358.08
353003.95,581508.07
346171.99,583552.97
354084.11,583689.03
355257.81,564366.21
346899.95,588416.29
353503.10,586296.45
354751.87,573725.25
355113.74,569442.87
356015.18,575712.34
350300.63,588742.81
352398.59,567924.01
359921.12,559833.84
350828.31,566070.40
353263.20,566137.04
353802.19,584514.47
360781.38,572009.29
359189.82,576093.42
354201.99,583164.87
348115.56,583852.56
359189.82,576093.42
365071.66,562713.55
354354.35,582580.91
351452.55,587128.99
353153.87,589383.25
356005.54,586623.46
350734.18,568191.11
356005.54,586623.46
349051.37,570128.66
353416.80,592066.13
353656.10,588423.63
359189.82,576093.42
359189.82,576093.42
354406.48,583188.57
359189.82,576093.42
354406.48,583188.57
350871.75,563488.57
362417.60,564788.85
359189.82,576093.42
352895.33,577484.12
352010.52,570987.51
360231.61,571210.91
359189.82,576093.42
357141.05,585740.63
360388.72,571832.19
357141.05,585740.63
351742.41,584537.17
357369.18,584318.51
352683.23,567741.14
353401.76,583228.89
355771.79,591597.15
352919.13,592026.69
353638.09,566147.79
362096.91,567406.33
363034.76,561542.47
358585.95,563023.71
352611.02,558025.87
350321.22,588767.45
350189.90,588613.68
346929.19,587467.62
351611.34,587988.16
346625.57,587037.54
355094.71,586052.02
358292.38,580146.63
355501.37,579142.93
358501.45,581534.46
355647.77,566653.34
350887.42,588780.13
361882.26,570118.73
357246.27,567257.89
353774.54,583137.98
355677.18,592106.74
357369.18,584318.51
355257.20,587231.43
362257.38,569641.95
353170.99,589348.60
355848.06,556815.32
350297.50,570110.83
353612.06,582944.53
355094.71,586052.02
351407.88,591786.69
356795.96,584870.06
347507.27,584648.27
350300.17,588767.19
357220.20,579649.40
356844.69,582545.31
361596.74,570087.59
361596.74,570087.59
346381.11,590293.76
353385.56,583133.51
352606.03,566117.27
348436.97,587198.16
359951.80,563915.31
355583.17,585194.92
354279.38,586458.90
350628.42,579050.29
357112.16,583754.37
350113.84,576608.04
347260.88,589012.04
353381.05,589528.51
357563.94,557007.51
341374.72,586890.60
355936.50,586736.62
354017.56,590058.72
355804.62,589686.93
351563.47,583133.15
351374.10,575299.05
354017.56,590058.72
358692.52,557800.48
353935.13,588843.62
362129.54,565426.82
351384.53,587174.43
342826.29,586131.30
343630.97,586909.91
343640.97,586596.41
353662.12,572624.76
357239.59,579484.11
359378.41,579888.78
351702.10,582290.03
353964.41,588844.44
346181.70,586241.85
353964.26,587764.85
354400.64,582422.44
360030.24,577506.58
356434.79,568273.67
354400.64,582422.44
353699.27,580149.00
355637.28,567006.39
356127.93,586472.80
351702.10,582290.03
351619.76,589606.46
352386.15,587194.07
354398.14,582519.37
357677.48,579573.10
355441.67,579720.52
353935.13,588843.62
347237.59,589002.87
356566.88,579760.28
354201.99,583164.87
346317.98,582187.11
356566.88,579760.28
352776.18,583373.58
352776.18,583373.58
355647.77,566653.34
354069.73,579805.22
355344.74,590881.28
346513.41,580980.76
358965.88,580490.23
350665.79,587965.80
346106.65,587024.55
354417.69,582722.98
351600.20,589606.04
342764.02,592501.15
358687.25,559122.98
361236.20,570146.05
358686.41,559153.36
355217.99,575922.27
353594.92,583160.83
355094.71,586052.02
347517.97,581410.24
352143.25,587973.81
352344.09,587976.90
359327.62,558443.62
349909.27,570912.48
350832.25,588754.67
346199.29,588674.18
348832.68,588735.97
361258.74,570103.78
353435.96,573453.85
353074.57,572611.32
352690.57,585516.64
352737.13,592045.30
334701.12,593135.65
334701.12,593135.65
361887.95,570202.62
334701.12,593135.65
334701.12,593135.65
352901.16,592050.46
334701.12,593135.65
344934.89,586993.48
354227.54,594456.37
352186.96,583947.67
353580.86,588809.40
355008.04,594478.90
358645.25,578831.06
345384.55,585339.05
357784.16,579979.57
358724.56,557783.94
354293.78,586808.29
353116.35,582345.24
352139.86,584247.96
345989.24,585423.21
350942.62,584707.43
358043.14,580318.43
353149.14,582321.49
354892.65,592115.14
353256.49,594373.49
350224.37,579040.65
362354.49,563144.48
351187.13,582302.44
349182.01,568872.97
352398.81,588537.05
352466.60,566948.59
357592.90,572747.36
359688.41,580277.21
359688.41,580277.21
358244.25,578746.97
363522.11,566027.90
357086.29,574029.91
358071.39,579259.85
352270.58,571395.88
360295.39,580394.77
358538.98,579446.08
347736.04,583843.17
354398.14,582519.37
346175.15,590592.12
354017.56,590058.72
354017.56,590058.72
353774.54,583137.98
344733.76,585390.12
346959.32,586512.63
358841.47,578793.79
358729.56,578388.38
356385.05,559856.54
351426.05,583907.13
353480.06,585900.70
355638.68,567814.76
356871.01,584064.07
355443.29,560442.76
357109.04,585684.37
349240.88,585477.65
356795.96,584870.06
352901.16,592050.46
350714.21,569789.38
358919.44,561446.83
351813.91,588546.41
334701.12,593135.65
359713.71,566342.20
349251.00,585477.90
342051.68,585325.03
353612.74,582500.27
350688.16,569845.67
350507.32,577283.44
355078.96,590524.04
362354.49,563144.48
353280.59,593752.31
358538.98,579446.08
341179.46,590159.27
355692.69,556509.65
360816.10,564752.98
358602.68,578175.51
354122.00,586011.12
348779.56,589030.65
351673.93,590421.42
351603.04,588812.67
346891.89,588683.84
343633.53,589863.04
351603.04,588812.67
344414.47,585381.38
354359.10,584229.27
349230.19,565022.53
358177.19,563747.63
355824.15,588985.35
353775.31,575774.11
356386.45,585261.20
353004.59,588587.51
358054.59,579214.72
355932.65,591230.76
361914.97,570119.43
358054.59,579214.72
340362.40,589768.85
355865.54,586899.27
353476.82,584756.76
355127.06,585048.12
357917.00,579068.40
347150.21,591974.71
344747.77,585390.57
358754.25,577407.91
366427.63,560409.22
356153.37,589346.75
353007.38,588502.49
350657.23,571614.01
358754.25,577407.91
353389.65,593678.26
359327.62,558443.62
352756.33,591226.75
361258.74,570103.78
356015.18,575712.34
352779.82,582391.58
352771.97,582688.90
352004.11,567746.32
347225.58,583831.00
347245.24,583831.38
350629.18,588774.54
352716.92,592020.27
352466.60,566948.59
357453.02,579471.10
347308.35,587053.57
352499.20,591767.34
360158.84,564709.59
355741.95,564096.31
353609.65,588515.65
348273.60,583856.61
357133.49,585235.71
351799.78,588217.34
360042.95,559861.56
334701.12,593135.65
351469.67,585614.43
334701.12,593135.65
353814.30,575256.50
354423.30,586902.07
354290.79,572553.95
353384.34,589430.79
348273.60,583856.61
358071.39,579259.85
355860.80,588848.44
356214.48,589431.87
353111.97,589929.75
353496.39,586529.16
356337.39,585681.30
347148.76,587049.93
353496.39,586529.16
356337.39,585681.30
354335.58,557063.56
357274.98,567101.58
356588.80,583247.72
354199.01,586012.99
353941.85,587806.82
362647.54,561532.28
354922.52,564567.37
362963.36,566299.76
357447.89,579644.90
358012.11,576099.02
346680.45,585415.37
353172.90,589399.62
354323.66,582449.52
353330.11,570214.51
353413.01,588525.95
354328.14,582445.70
353682.24,570225.09
360370.78,557434.98
346900.77,585445.32
334701.12,593135.65
353581.35,588574.22
351625.78,583098.10
346900.77,585445.32
353571.42,570197.42
356336.97,585693.90
347022.29,585337.88
350293.18,588767.06
352004.11,567746.32
359322.54,558194.20
352004.11,567746.32
358206.41,571148.16
350709.42,569092.86
363481.02,566440.02
351918.26,584918.68
352608.69,583868.46
349358.89,587100.50
357592.90,572747.36
344187.80,591229.35
358561.18,579517.54
355860.80,588848.44
352590.30,589670.15
346680.45,585415.37
355568.84,570418.87
352977.22,558034.42
353632.47,583008.12
352775.36,558029.65
359153.88,579875.77
358856.35,578217.54
353814.30,575256.50
351011.37,558829.76
354930.34,591879.03
352611.02,558025.87
361914.97,570119.43
353469.05,588794.66
359288.93,579619.72
346082.46,587048.38
357125.77,585458.79
356500.62,588609.66
340362.40,589768.85
350135.14,589697.50
353413.05,589294.79
360352.29,559870.49
352688.05,583804.52
353198.96,592006.05
347480.20,586270.61
358898.11,577240.83
352532.21,589622.79
354208.67,589687.75
358556.28,579028.79
349853.88,587094.97
351832.81,586300.23
353651.25,588811.42
346647.48,585438.98
358608.72,577960.38
358608.72,577960.38
359968.88,567334.89
359968.88,567334.89
343488.46,593544.94
352684.02,583119.99
358740.61,563063.15
354423.30,586902.07
366437.10,559352.57
358200.05,579020.90
355932.65,591230.76
358474.86,578746.42
353384.34,589430.79
357006.23,577338.48
358011.75,580568.58
355982.03,569465.23
357006.23,577338.48
354069.73,579805.22
348172.50,587097.61
352204.65,585570.94
350609.59,588774.08
345196.57,589642.83
358540.85,579395.00
353320.92,592123.57
364821.13,564043.88
349991.43,565072.44
358011.75,580568.58
360490.23,567701.14
356257.47,576560.96
351148.27,585046.50
354922.52,564567.37
358730.79,577388.60
358028.81,578813.28
362920.26,566013.80
358608.72,577960.38
362119.98,570844.37
356252.81,581598.03
351232.84,584978.44
334701.12,593135.65
358608.72,577960.38
358028.81,578813.28
345322.61,587029.61
357405.38,566648.93
349991.43,565072.44
358230.14,575784.33
360359.57,572047.30
366437.10,559352.57
360388.72,571838.46
358724.56,557783.94
351382.75,588586.65
351603.04,588812.67
354516.04,587236.40
360388.67,571845.06
353205.11,592035.48
356266.87,588037.90
352942.82,588796.18
342806.28,592557.92
353420.59,559204.98
351809.23,588696.15
352004.11,567746.32
352004.11,567746.32
351674.49,584623.11
357677.48,579573.10
352330.33,558017.99
352121.55,591217.15
355261.96,559714.33
350422.27,567703.01
354625.84,593213.32
357340.29,563030.02
353504.58,571812.40
354233.54,588862.27
358868.51,580252.76
356269.83,587101.17
349453.07,587102.45
358653.86,573560.89
356838.37,581893.27
353867.03,587946.59
347049.87,592008.07
353935.13,588843.62
358567.21,579255.10
359288.93,579619.72
354228.69,589025.27
348608.75,586720.74
357318.06,564600.94
358345.35,579245.74
358260.26,575554.48
359921.12,559833.84
354326.34,588423.07
353469.05,588794.66
343138.27,586960.41
351628.95,587964.15
358970.74,580336.79
355152.86,591310.26
349679.84,587132.16
357201.70,584619.25
358233.19,575674.90
346989.27,585593.78
359134.33,580675.14
359134.33,580675.14
353182.04,569374.48
352843.84,583936.31
352921.70,588795.80
347021.41,585363.03
354069.73,579805.22
352590.30,589670.15
353004.59,588587.51
353024.45,588763.44
344761.84,585390.97
353182.04,569374.48
352134.65,587998.07
353137.34,589609.49
358712.19,580303.69
342797.55,585348.75
354329.73,587231.76
353208.95,588801.30
351597.67,585560.04
343988.99,590047.34
359378.41,579888.78
353148.19,589491.36
342051.68,585325.03
359027.07,581168.36
355450.63,571033.13
358862.46,581122.22
358862.46,581122.22
352204.65,585570.94
346615.10,585438.23
352204.65,585570.94
352664.95,582336.06
345864.27,585420.29
352713.49,590577.61
353701.48,582334.27
358565.03,579400.80
361882.84,570094.35
349708.34,576804.79
353651.25,588811.42
355173.49,569220.10
345386.90,587031.08
353949.34,585982.44
353685.24,587189.80
351824.80,588199.49
362119.98,570844.37
351652.42,589607.05
358937.54,581230.15
353191.00,568565.27
352270.58,571395.88
343632.43,589633.70
349853.88,587094.97
358862.46,581122.22
356901.29,584873.48
345322.61,587029.61
358170.38,579197.81
355915.22,588489.96
358956.58,570339.73
360816.10,564752.98
353501.79,588619.31
347085.32,581401.47
362199.34,562662.59
357109.93,585959.19
356037.94,588425.10
360388.72,571838.46
353413.05,589294.79
353591.66,583260.57
349230.19,565022.53
351414.99,588791.45
351796.21,588335.98
360388.67,571845.06
349230.19,565022.53
348587.23,583864.16
352858.61,583936.66
360359.57,572047.30
354706.57,586406.32
353935.20,570134.56
352262.71,575819.45
356720.08,561390.86
347275.19,583832.10
353267.61,593228.88
350734.59,568177.16
352872.81,579430.12
343646.55,586425.62
348511.27,587138.74
356935.19,578868.67
353728.82,588221.59
343717.80,584231.85
351275.20,586360.83
346900.77,585445.32
353496.56,588832.47
349499.02,584672.78
350828.31,566070.40
356863.45,566229.18
347437.06,569621.46
354373.79,583433.24
345864.27,585420.29
348137.28,583041.73
353568.62,583998.28
355084.14,588847.62
360595.30,563822.54
345864.27,585420.29
354373.79,583433.24
358608.72,577960.38
358340.89,580293.63
358608.72,577960.38
347677.72,569605.89
357955.10,582259.65
352752.30,584197.55
358251.59,575910.83
350135.84,585524.41
352341.97,586357.43
357170.06,579994.29
353641.02,588454.18
358230.14,575784.33
351652.42,589607.05
344027.38,590035.94
352661.23,558206.99
352921.70,588795.80
340870.24,590752.89
353011.75,588594.53
357960.91,578834.76
354016.21,567190.90
348030.57,569706.03
357533.55,571915.00
362117.48,565863.43
352470.49,592768.33
350196.80,588359.71
351887.10,583104.25
358616.11,577671.91
358712.19,580303.69
355636.70,567891.73
355733.48,564399.85
351371.91,584866.50
347437.06,569621.46
358841.56,580315.62
358841.56,580315.62
343138.27,586960.41
358603.69,580951.03
362199.34,562662.59
353384.34,589430.79
343373.72,589411.40
355810.36,590342.12
358662.74,580772.59
356962.02,578799.04
360096.08,577062.39
353718.57,582334.64
357824.94,579368.23
353231.64,589280.27
351381.26,588968.92
363372.44,566024.38
351474.04,591528.61
358005.86,578812.76
357415.92,561258.60
343570.02,586977.11
357598.55,578844.00
356092.90,583055.00
343503.94,591969.23
356131.05,586673.09
348605.71,586833.65
350939.93,585182.95
358681.95,579185.75
352872.81,579430.12
358230.14,575784.33
358054.59,579214.72
358458.10,579082.57
343697.73,585338.39
348603.81,586895.12
358843.03,578737.42
357467.40,579015.40
354269.94,558390.52
350622.32,571962.79
350850.83,587159.59
354634.44,571030.24
358536.06,580484.06
362179.35,563467.25
346746.11,587064.76
356426.64,585981.07
354116.45,564477.33
358044.30,579358.62
358466.78,580053.01
354981.82,588846.17
358641.41,580148.22
351315.31,591201.02
357482.57,579057.65
357598.55,578844.00
354270.12,558385.51
351796.21,588335.98
359041.83,581233.44
348030.57,569706.03
351991.54,588803.62
360552.66,564439.01
350180.48,587795.87
357564.16,557148.28
358612.79,580147.35
343615.80,593512.12
350311.08,587897.36
362199.34,562662.59
350756.20,567388.46
357495.41,558551.67
353728.82,588221.59
347021.41,585363.03
358689.16,561417.21
357660.71,572749.09
351483.91,583119.25
353702.27,588275.04
357472.84,581750.31
357982.85,582147.78
360595.30,563822.54
352963.42,588820.96
354065.06,566327.01
353875.68,572261.67
346900.77,585445.32
352683.53,583144.37
357123.50,585532.24
345087.13,592083.42
366082.91,553484.05
353935.20,570134.56
358230.14,575784.33
351404.43,591782.41
362179.35,563467.25
358613.45,580122.97
357551.20,579436.82
352163.29,584229.00
358529.09,580501.28
358659.96,578948.82
354703.04,579122.21
353199.56,567376.04
357452.61,579485.01
360529.69,565351.98
359335.69,566304.21
358834.28,579217.54
358247.96,578658.53
353418.22,588359.43
359288.93,579619.72
359921.12,559833.84
359294.69,557646.73
355310.67,558907.18
351639.28,583098.40
345989.86,585398.84
351712.73,586372.59
352751.81,584215.73
351963.94,584389.74
358044.56,579337.39
352079.32,567748.61
351391.67,589601.27
361447.08,561928.96
351539.12,583093.13
358856.62,579281.87
358223.95,580646.83
354703.04,579122.21
358602.05,578196.54
353508.07,588716.48
358275.87,580761.78
354210.25,560321.51
359665.56,580259.14
358284.31,578794.39
358760.91,579261.61
354404.63,582381.85
355752.21,563710.92
351532.56,563552.89
354703.04,579122.21
354703.04,579122.21
350200.97,587350.92
340546.41,590118.49
351419.56,584718.94
358520.34,578824.49
351532.56,563552.89
358466.78,580053.01
354069.73,579805.22
354261.00,558680.92
358646.66,561440.38
352442.63,566115.97
357489.28,575605.02
347024.05,585281.34
347124.70,591950.25
360030.24,577506.58
355816.91,590107.88
358807.39,578954.40
353060.33,567751.28
354296.64,558326.19
360529.69,565351.98
354703.04,579122.21
345646.14,591338.10
353481.06,585870.31
350148.99,589202.90
358689.16,561417.21
351381.26,588968.92
358373.39,561408.69
358068.93,579338.17
356015.18,575712.34
351694.84,589608.17
358871.08,580175.42
359181.70,570371.03
347437.06,569621.46
353881.78,584475.12
353881.78,584475.12
359250.49,577435.88
353502.47,586315.18
358831.39,579299.37
352472.99,571829.42
359113.47,570368.95
356198.91,576365.79
359638.40,577094.33
347442.59,569554.63
359898.25,580369.49
359136.20,570369.63
357511.59,558021.90
360388.61,570808.65
358044.30,579358.62
348708.65,583709.35
358749.81,580597.04
358149.43,580036.34
351250.42,588763.69
357355.26,578716.31
349853.88,587094.97
343659.58,585271.43
346663.87,569415.59
363399.42,564814.01
343649.56,585584.85
350399.37,574148.18
355810.36,590342.12
359162.44,580504.54
353814.12,588840.40
352504.56,563019.19
358789.97,579238.01
351362.18,584843.03
358112.40,578655.58
366287.25,560617.93
351523.26,583933.40
351410.85,584803.83
357330.50,578912.08
358754.82,578977.25
355377.43,571045.01
358904.83,580690.73
355116.06,589455.62
355116.06,589455.62
352611.02,558025.87
346826.13,584632.16
353164.26,572372.95
360529.69,565351.98
357335.02,578770.48
357553.21,557486.02
356015.18,575712.34
358849.21,578490.84
358772.82,578953.38
354703.04,579122.21
365106.70,561349.82
366287.25,560617.93
357170.06,579994.29
359288.93,579619.72
358862.46,581122.22
358849.21,578490.84
352305.16,571118.01
358307.71,579757.98
358662.74,580772.59
357934.33,580038.49
354154.04,588825.40
358430.48,578711.71
353647.06,588442.01
355202.99,571065.76
353574.76,582995.09
351816.02,586375.49
354737.44,592696.19
352049.98,571445.55
351402.21,588756.62
355251.31,581020.05
356408.75,569232.71
351250.42,588763.69
355251.31,581020.05
347024.05,585281.34
354994.73,590598.09
351518.67,589604.05
347000.07,585268.01
346998.52,585318.26
354988.18,564561.65
347805.91,584655.35
358686.20,579050.68
353896.20,571498.50
355606.39,569047.89
350907.98,587134.06
349846.36,591189.73
354087.54,564643.47
350952.92,587159.87
351441.77,587451.78
352558.42,583909.09
352803.27,588793.76
352652.14,583833.11
350020.99,588761.32
353103.38,592056.67
354063.78,585985.12
359272.21,571158.77
353170.99,589348.60
358233.09,576161.41
353143.69,584775.31
357452.61,579485.01
352726.72,584239.27
351441.77,587451.78
354855.50,567008.04
350196.96,588353.51
355915.22,588489.96
352504.56,563019.19
358291.72,579522.20
358665.96,580392.62
343616.24,593641.71
354532.34,594028.25
355773.37,562932.22
358457.91,578566.13
343488.46,593544.94
357590.31,580193.85
352897.64,588819.81
354049.45,564530.91
358230.14,575784.33
358467.25,579359.44
357567.95,579228.42
352212.83,567728.21
351658.81,589607.17
349254.09,564295.78
354141.47,587226.73
358391.08,565482.68
354396.80,582574.63
350140.70,588739.53
350089.81,587911.37
357352.13,579509.82
358284.31,578794.39
360068.38,580388.14
359288.93,579619.72
355848.76,588978.41
353563.14,588610.50
358956.58,570339.73
358386.07,580302.18
354387.13,582995.36
353580.86,588809.40
359371.87,571186.14
359014.29,581143.60
352079.32,567748.61
358541.91,581153.62
348421.06,583860.09
353044.20,572332.96
355101.84,589948.94
350457.46,578815.42
359401.26,571162.57
358342.38,577632.63
348842.47,588410.03
353495.47,586566.72
362199.34,562662.59
354223.29,589196.27
352472.99,571829.42
354736.22,571056.10
365055.43,562407.82
357511.59,558021.90
354869.15,581988.91
352741.84,583704.88
352684.02,583119.99
351071.84,586989.07
346619.08,587037.50
361488.49,563121.17
357984.62,573543.52
363889.20,564802.23
360370.78,557434.98
355274.44,581064.45
354820.07,571057.85
358689.16,561417.21
359302.10,558557.19
360529.69,565351.98
358524.59,580049.78
347929.44,569684.59
354045.33,566162.32
358649.70,580464.33
356243.90,586234.04
357984.62,573543.52
352683.53,583144.37
350593.97,582289.32
358942.94,575566.07
356243.90,586234.04
352511.80,559650.31
357434.92,578774.13
357467.16,579022.11
358649.70,580464.33
356380.36,570285.04
353306.44,592038.38
358659.14,580883.14
354837.61,571033.71
354844.86,571058.19
354973.07,571060.84
355273.20,581108.02
353704.37,584563.32
354980.62,571036.63
360529.69,565351.98
351378.22,588737.20
357567.95,579228.42
351824.58,587426.02
353710.25,588258.99
359898.25,580369.49
354677.81,571265.21
355849.29,590492.41
354778.69,567788.51
354295.90,575896.49
353083.34,589988.93
358309.70,578617.01
354693.40,571216.08
357300.65,580558.91
351574.12,589605.48
358707.46,579154.37
358866.44,579914.94
355361.94,560525.73
355115.62,590269.02
353471.70,589615.56
354911.13,579644.71
350135.14,589697.50
347977.74,579210.93
356026.46,588696.46
354238.43,587303.45
358112.40,578655.58
353637.16,588406.83
358230.14,575784.33
